,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness,popularity
Groupthink,0.6088,0.6976,0.5381,127.14320000000001,0.04187600000000001,0.036630588,0.09469,0.1385,32
Heavy D & The Boyz,0.8002,0.5264,0.6538,115.8036,0.054967999999999996,0.007495890000000001,0.1861,0.11228000000000002,47
Dizzy Gillespie,0.6314000000000001,0.40621999999999997,0.6496,110.1557,0.6822999999999999,0.21465839099999995,0.06055000000000001,0.14446,48
Chaos In The CBD,0.772,0.7304999999999999,0.5327,122.21489999999999,0.27074390000000004,0.835,0.05499,0.1766,47
The Style Council,0.5131,0.6768000000000001,0.6037999999999999,129.0491,0.408338,0.000236382,0.05618000000000001,0.10761999999999998,49
Natural Samples,0.20112000000000002,0.64351,0.06557899999999998,107.6617,0.5175400000000001,0.8668999999999999,0.06889999999999999,0.32230000000000003,51
Orchid Mantis,0.31994,0.400296,0.30922,112.3173,0.7718999999999999,0.8039400000000001,0.05636,0.21280000000000002,43
The Omnific,0.46620000000000006,0.9209999999999999,0.6014,138.5084,0.0181783,0.8437000000000001,0.04768,0.12369,35
Six Impossible Things,0.40090000000000003,0.49110000000000004,0.24140999999999999,118.87210000000002,0.3702191,0.201814093,0.03137,0.13199,9
Sigvaldi Kaldalóns,0.3153,0.20630600000000002,0.17274,96.66249999999998,0.9827,0.28963236699999995,0.04663,0.23508000000000004,49
Laurence O’Brien,0.6001000000000001,0.23009999999999997,0.31479999999999997,112.50880000000002,0.8971,5.29e-06,0.03438,0.13016,31
Joy Orbison,0.7758999999999998,0.5831999999999999,0.29638,125.60340000000001,0.1480852,0.33445600000000003,0.10693,0.13307,47
MitiS,0.4641,0.6883000000000001,0.17289,147.0222,0.25565,0.005755919,0.04411,0.14270999999999998,48
Sinfonietta Schaffhausen,0.2981,0.123563,0.13648,115.06569999999999,0.9118999999999998,0.6554,0.044969999999999996,0.24372000000000002,19
Sine Soothers,0.1899,0.13366700000000004,0.12196,116.6994,0.83910105,0.8807,0.06721000000000002,0.17055000000000003,36
Yella Beezy,0.8049,0.6628999999999998,0.5439,130.71869999999998,0.0180378,4.793e-06,0.22597,0.14101999999999998,50
David Simon,0.7891,0.7852,0.8006,110.5871,0.29415,0.003232186,0.118,0.13121999999999998,45
monoway,0.2391,0.14823,0.06530999999999999,95.08709999999999,0.8610000000000001,0.8699999999999999,0.04217,0.12256,14
Victor Ghastly's Electric Timebomb,0.7341,0.8753999999999997,0.6913000000000001,121.899,0.13931999999999997,0.0015550389999999998,0.06822,0.20142,15
Jack Brymer,0.13408,0.03898,0.07304,88.85740000000001,0.9812,0.7992,0.04254,0.11899,33
Imagine Dragons,0.6228,0.7458,0.43796999999999997,122.3107,0.103671,0.013436253,0.08714000000000001,0.2392,86
PEACH.,0.7380000000000001,0.5485,0.4925,117.02290000000002,0.43878000000000006,0.06459298999999999,0.19920000000000002,0.12370999999999999,17
BbyMutha,0.7506,0.6811,0.5673,130.35380000000004,0.12408460000000002,0.0005392929999999999,0.2826,0.15531,35
Westminster Choir,0.22150000000000003,0.147482,0.08776999999999999,101.16460000000001,0.9533000000000001,0.359539,0.0429,0.10164,31
Magicenelbeat,0.7390999999999999,0.666,0.47430000000000005,113.89059999999998,0.39043000000000005,0.083948956,0.11349000000000001,0.09723000000000001,48
AkiidMusiq,0.6817,0.8394,0.11820000000000001,126.72289999999998,0.05532619999999999,0.6978000000000001,0.03659,0.16199000000000002,20
Lalo Schifrin,0.5917000000000001,0.37753000000000003,0.6751,113.7222,0.59825,0.471264,0.04478000000000001,0.17308999999999997,43
Pure Prairie League,0.4755,0.44749999999999995,0.6113999999999999,126.63870000000001,0.39078,0.000192494,0.04435,0.19970000000000004,46
Avanti Patel,0.4787,0.5074000000000001,0.34825999999999996,132.1312,0.55277,0.009372578000000001,0.04542,0.12201999999999999,13
CHAI,0.7401000000000001,0.6878,0.5418999999999999,120.45639999999999,0.07927027,0.083255548,0.07998999999999999,0.18280000000000002,41
Brymo,0.5512999999999999,0.5262999999999999,0.4628000000000001,117.9029,0.42977999999999994,0.00168929,0.09124999999999998,0.17910000000000004,43
LiSA,0.5137,0.8482999999999998,0.36750000000000005,133.47510000000003,0.1092525,6.746999999999999e-06,0.12906,0.28463000000000005,68
Serhat Durmus,0.5111,0.595,0.10134000000000001,121.487,0.18869899999999998,0.261080109,0.07135000000000001,0.13594,57
Klaus Sahm,0.4085,0.063674,0.23626,111.0832,0.9753000000000001,0.9160999999999999,0.03835,0.10289999999999999,32
Soda Supreme,0.6302000000000001,0.5208999999999999,0.3164,138.77819999999997,0.2919,0.003060582,0.18514,0.1182,5
Giolì & Assia,0.6388999999999999,0.6923999999999999,0.15453,123.0551,0.364381,0.038437689000000004,0.05652,0.1669,48
Goodbye June,0.4532000000000001,0.8281000000000001,0.37538,134.4749,0.0495392,0.000611868,0.12942,0.13960999999999998,45
wave to earth,0.4483,0.46610000000000007,0.3749,109.08579999999999,0.6115999999999999,0.10545822999999999,0.02865,0.21539999999999998,74
Nat Slater,0.6514000000000001,0.6253,0.38519999999999993,120.68090000000002,0.25899300000000003,0.012813746,0.08252999999999999,0.13008000000000003,18
Ruth Crawford Seeger,0.27141,0.086394,0.20442,100.4473,0.9637999999999998,0.6612084300000001,0.04772,0.09895,7
Amor Elefante,0.7474000000000001,0.6418999999999999,0.5245000000000001,111.41680000000001,0.20865999999999998,0.13059559999999998,0.04835,0.11179000000000001,15
Allen Hinds,0.517,0.5742,0.45450999999999997,102.0893,0.334023,0.6820999999999999,0.037880000000000004,0.15322,20
Justin Prabhakaran,0.6203000000000001,0.40750000000000003,0.5048,121.93960000000001,0.58904,1.9070000000000001e-06,0.03368,0.14840000000000003,57
Neon Capital,0.6087,0.7651,0.38769999999999993,131.6814,0.0211542,0.05421749100000002,0.03406,0.12461,32
Finger Eleven,0.49640000000000006,0.8760999999999999,0.5640000000000001,139.28040000000001,0.07013130000000001,1.3756e-05,0.07164000000000001,0.13126,59
Smoove Nappers,0.20990999999999999,0.145155,0.15278999999999998,126.21189999999999,0.72829,0.8036,0.09628,0.12001999999999999,35
Two Friends,0.6588,0.7713,0.5378000000000001,120.58390000000001,0.10726,4.836000000000001e-06,0.06697,0.16959000000000005,60
Marco Parisi,0.16680999999999999,0.117767,0.06681000000000001,98.73250000000002,0.8583999999999999,0.9178999999999998,0.04490999999999999,0.09998,16
John Legend,0.4753,0.5307999999999999,0.35029999999999994,108.1576,0.47936999999999996,0.000225,0.0722,0.16723000000000002,74
Sorcha Richardson,0.6458,0.5387000000000001,0.5115999999999999,104.67820000000002,0.45525000000000004,0.16038875300000005,0.08143999999999998,0.17747,37
Konrad OldMoney,0.7556,0.8196999999999999,0.5866999999999999,133.7706,0.11624029999999999,0.01633861,0.1945,0.19633,45
Wolf Mail,0.6099,0.5578,0.6251000000000001,124.16310000000001,0.26527449999999997,0.30511557,0.05117000000000001,0.19358999999999998,18
Alanna Lyes,0.7506999999999999,0.7513,0.5746999999999999,126.8905,0.15902,0.023676041000000002,0.11068,0.15781,30
Haiti Babii,0.7064,0.565,0.44530000000000003,114.86540000000002,0.08335200000000001,7.251999999999999e-05,0.18899,0.177,46
Furelise,0.7213999999999999,0.5443,0.4600999999999999,119.59460000000001,0.24315999999999996,1.1249e-05,0.17159,0.17795,42
Joanna Teters,0.6210000000000001,0.6013000000000001,0.6378999999999999,98.59109999999998,0.25233000000000005,0.0005918090000000001,0.11148,0.15406999999999998,35
Larry Graham & Graham Central Station,0.7221,0.7294,0.7336,133.3139,0.238123,0.128695834,0.10816,0.25228,19
Electro-Light,0.5814,0.8056000000000001,0.27549999999999997,142.79630000000003,0.09805,0.41650111,0.044219999999999995,0.21193,43
Mark Ralph,0.6241999999999999,0.7798999999999999,0.4244,114.92159999999998,0.1522,0.194202561,0.06522,0.24341,36
EverythingOShauN,0.7852,0.6617,0.6537999999999999,118.6135,0.20315000000000003,0.0,0.14579999999999999,0.21689000000000003,20
Elliot Greer,0.5744999999999999,0.3237,0.31079999999999997,123.99920000000002,0.7463,0.0008462400000000001,0.03833,0.18405,39
Deva Mahal,0.5437000000000001,0.5394,0.37027000000000004,118.33319999999999,0.4136,0.0012144999999999999,0.06638999999999999,0.13577999999999998,31
IDLES,0.4101000000000001,0.8158999999999998,0.36029999999999995,137.5428,0.00223513,0.14157907,0.07373000000000002,0.343,56
Kiik,0.6484,0.39130000000000004,0.37438,106.5568,0.7939,0.8725999999999999,0.07196,0.15792,27
INAHUGO,0.6698,0.38520000000000004,0.36295,117.66600000000001,0.5205000000000001,0.000323866,0.04753999999999999,0.13366,8
Chingy,0.8342000000000003,0.7428000000000001,0.8008,119.44209999999998,0.10247999999999999,3.99e-07,0.19974000000000003,0.15821000000000002,57
Fritz Kreisler,0.306,0.12782,0.20542000000000002,101.0801,0.9499000000000001,0.31117429999999996,0.046079999999999996,0.13026000000000001,45
Dom Corleo,0.6752999999999999,0.6083000000000001,0.40451999999999994,123.6335,0.0992919,1.7338000000000002e-05,0.14311000000000001,0.20419000000000004,57
Ish Akanour,0.6420999999999999,0.6002,0.5351999999999999,120.9989,0.30299000000000004,0.0,0.2379,0.17136,5
Kiyoko Suizenji,0.5534000000000001,0.4547,0.6756,124.74359999999997,0.5901,0.00010121400000000001,0.03263,0.13833,19
T-SQUARE,0.5051,0.8352999999999999,0.6180999999999999,133.3997,0.085529,0.44369060000000005,0.037169999999999995,0.20665,40
Ngyn,0.6483000000000001,0.40569999999999995,0.32409,101.523,0.7188,0.7006141000000001,0.09081000000000002,0.20850000000000005,49
Valentina Igoshina,0.39320000000000005,0.049407999999999994,0.20647,93.7472,0.9882000000000002,0.8828000000000001,0.052570000000000006,0.10373999999999999,30
Bayanni,0.7787000000000001,0.5530999999999999,0.6028,107.4088,0.26223,0.11320476500000001,0.12133000000000001,0.17088,56
The Midnighters,0.54,0.4969,0.7926,125.65920000000001,0.42599,0.000100918,0.04862,0.17352,10
Darius,0.6984999999999999,0.5833999999999999,0.33685000000000004,109.5284,0.22159999999999996,0.40704599999999996,0.08899,0.09579999999999998,54
Teddy,0.6423,0.5173,0.26868,130.01579999999998,0.36826,0.0062451,0.07892,0.10389,42
Grace Guillén,0.6787,0.5481,0.7800999999999999,129.23010000000002,0.4755,0.0,0.05133,0.17473,27
君島大空,0.5663,0.4302,0.4683,118.06949999999999,0.34298600000000007,0.049450680000000004,0.057300000000000004,0.16823999999999997,39
Haruma Sato,0.17295,0.042842000000000005,0.11943,97.1557,0.9905999999999999,0.8904,0.049319999999999996,0.09331000000000002,34
Ram Dass,0.4763400000000001,0.3752,0.29710000000000003,113.72269999999999,0.61681,0.350551,0.04031,0.20389000000000004,42
Olivia Rodrigo,0.5176999999999999,0.5921999999999998,0.41869999999999996,140.92150000000004,0.386604,3.094e-06,0.07879,0.20545,91
Fer,0.6897,0.4175000000000001,0.5702,118.7776,0.7555,1.545e-06,0.19787000000000002,0.15427,37
Case,0.7202999999999999,0.5845,0.5791999999999999,94.2254,0.27510999999999997,7.210000000000001e-07,0.09249,0.14204,54
Peter Erskine,0.38499999999999995,0.11112200000000001,0.21113999999999997,110.09240000000003,0.8581999999999999,0.7525999999999999,0.03589,0.10182,32
Wilczynski,0.7068,0.44250000000000006,0.3122,98.0537,0.40388999999999997,0.54245254,0.11886000000000004,0.17838,37
Jacob Plant,0.6910000000000001,0.8751999999999999,0.4748099999999999,126.7039,0.021390199999999998,0.11523056899999998,0.05943,0.36483,34
Original Broadway Cast of Moulin Rouge! The Musical,0.4974,0.6753,0.3617,131.6799,0.13879000000000002,0.00040723900000000005,0.08758000000000002,0.17185,50
Faraonika,0.7729,0.6223,0.5933999999999999,128.1809,0.112554,0.09697822999999998,0.10097,0.11359999999999999,15
Trio Corrente,0.5644,0.472,0.5361,107.15980000000002,0.7404999999999999,0.343220865,0.04056,0.1511,14
G. Oka,0.8082,0.8517000000000001,0.7213,125.58849999999998,0.33086,0.0006887859999999999,0.15533999999999998,0.24394999999999997,35
Nico,0.4444,0.4852,0.42679999999999996,118.98599999999999,0.328257,0.328405686,0.047850000000000004,0.09487999999999999,58
Playgirls from Caracas,0.7277000000000001,0.7076,0.58436,121.40180000000001,0.04607936,0.57078,0.04198,0.18425000000000002,3
Abbie Lou Johnston,0.47779999999999995,0.051774,0.21069999999999997,97.0568,0.9875999999999999,0.9545999999999999,0.06672,0.10493999999999999,26
Johnny Flynn,0.4887,0.4447,0.3778,106.2941,0.5715999999999999,0.023112292,0.032880000000000006,0.12983000000000003,47
LIT killah,0.7521000000000001,0.6232999999999999,0.6063999999999998,130.52749999999997,0.20072,8.11e-07,0.05995,0.14022,76
久末 航,0.26691000000000004,0.09098,0.15943000000000002,83.82230000000001,0.9930999999999999,0.9157,0.040150000000000005,0.09644,27
Samer Elmedany,0.8692,0.8605,0.8522000000000001,115.4896,0.22024,4.202e-06,0.08751,0.25172000000000005,34
Air Supply,0.43879999999999997,0.4514,0.3076,122.6104,0.3718,0.00013618299999999998,0.030129999999999997,0.2551,68
Blake Rose,0.5132,0.638,0.4404,130.3745,0.192615,3.6819999999999996e-06,0.10298,0.20660000000000003,53
MAJ,0.7104,0.5218999999999999,0.34539999999999993,114.77479999999998,0.27846,0.01457056,0.07152,0.15303000000000003,36
Shreya Jayadeep,0.5395000000000001,0.40570000000000006,0.496,123.1629,0.6305000000000001,0.00074408,0.03241,0.12008999999999999,24
Tiare,0.6254000000000001,0.5756000000000001,0.46869999999999995,116.30890000000002,0.5410999999999999,3.5809999999999997e-06,0.08606,0.19068000000000002,27
Saffron,0.7049,0.5034,0.48450000000000004,117.03330000000001,0.43402399999999997,0.030818120000000004,0.14977,0.28618999999999994,22
Raheem Bakare,0.6465,0.5398000000000001,0.4899,118.71380000000002,0.30345000000000005,0.00068449,0.11099,0.17115,15
TrondheimSolistene,0.22966999999999999,0.15137,0.15072000000000002,94.94270000000002,0.9102999999999998,0.48590862999999995,0.04294,0.14526999999999998,37
Ryan Castro,0.8167,0.7261999999999998,0.7714,111.2956,0.09047000000000001,0.002389722,0.10973,0.13110000000000002,80
Azanti,0.7127,0.6606,0.6339,101.83340000000001,0.23243,0.00611638,0.10504,0.1828,37
すとぷり,0.6083999999999999,0.8873,0.7382,139.3949,0.133644,5.82e-07,0.05097,0.24501999999999996,47
Robert Sieben's Sidecar Sazerac,0.4801,0.484,0.5325999999999999,116.76489999999998,0.6073999999999999,0.00064803,0.03797,0.14730000000000001,0
Elena Kats-Chernin,0.29440000000000005,0.05112100000000001,0.1137,132.1922,0.9861000000000001,0.8875,0.044039999999999996,0.09369,41
Tuts Washington,0.5276,0.2638,0.7202000000000001,105.20609999999999,0.9242999999999999,0.8812000000000001,0.06129,0.13516,8
Eli Keszler,0.3988999999999999,0.33422999999999997,0.17898,118.89939999999999,0.6543699999999999,0.6829118000000001,0.04729,0.15762,33
Seamus Blake,0.4867,0.3598,0.4338,125.50319999999999,0.6854,0.49443000000000004,0.040589999999999994,0.1085,28
Teodor Wolgers,0.40279999999999994,0.11067400000000001,0.25156999999999996,119.324,0.9447999999999999,0.8886999999999998,0.03452999999999999,0.11781000000000001,43
SANTO,0.8012,0.5645,0.5912000000000001,127.53000000000002,0.10259800000000001,0.177284471,0.16263,0.23052999999999998,19
Chlöe,0.6901,0.6398,0.5095999999999999,107.32830000000001,0.17714000000000002,0.008930486,0.10184,0.1592,59
E L U C I D,0.5334000000000001,0.5987000000000001,0.42190000000000005,96.12809999999999,0.2763169999999999,9.919e-05,0.3813,0.32303000000000004,48
Carl Winther Trio,0.4509999999999999,0.18214999999999998,0.22330999999999998,112.1285,0.8383,0.4245819,0.036669999999999994,0.13898000000000002,37
Savage Ga$p,0.6838,0.7384999999999999,0.54828,127.94859999999998,0.09356099999999999,0.053687889,0.23939999999999997,0.14412,58
Capitol K,0.6943,0.6227,0.5462,119.57030000000002,0.28436900000000004,0.40384000000000003,0.11088,0.21214,9
Sync Zephyr,0.36652000000000007,0.120964,0.18009999999999998,101.03909999999999,0.9618,0.8343000000000002,0.051759999999999994,0.15604999999999997,22
White Lion,0.41180000000000005,0.6327,0.3574,137.90200000000002,0.132779,0.002256223,0.04405,0.16569,50
Daniel Kaede,0.6399000000000001,0.27159999999999995,0.2898,117.54180000000001,0.9317,0.8278000000000001,0.04904,0.11662000000000002,38
Revelle,0.5777,0.36079999999999995,0.3401,133.77460000000002,0.8215999999999999,3.28e-05,0.07076999999999999,0.13379000000000002,41
Sir Vee The Great,0.8459999999999999,0.5731,0.3539,115.41189999999999,0.01090541,0.597797,0.12701,0.15738000000000002,18
Vieja Trova Santiaguera,0.5977999999999999,0.45219999999999994,0.7608,104.98229999999998,0.5412,0.00023777,0.05126000000000001,0.14346,34
Brownie McGhee,0.687,0.3665,0.8306000000000001,110.1864,0.5455,0.019149740000000002,0.040889999999999996,0.16480999999999998,29
Arcade Fire,0.4377999999999999,0.6513190000000002,0.38454,121.5133,0.285755,0.2004259,0.03637,0.1839,64
Mario Bautista,0.7384,0.7121000000000001,0.6599,116.77850000000001,0.16423200000000002,0.000454432,0.07952000000000001,0.18741999999999998,57
In The Ocean (Sound FX),0.15050000000000002,0.5988,0.026764,97.8947,0.5257600000000001,0.7535000000000001,0.07648,0.38670000000000004,41
Mazelfyre,0.6465,0.453,0.21070000000000003,131.37409999999997,0.315522,0.059008094,0.09341999999999999,0.17874,34
Robert Plant,0.6158,0.6081,0.5174,122.62120000000002,0.18727,0.18980809999999998,0.03406,0.17404000000000003,54
Jan Valta,0.3203,0.31516,0.26260000000000006,96.3611,0.7199,0.6949729,0.040240000000000005,0.15265999999999996,40
Stephen Layton,0.21719,0.10085,0.09711,88.892,0.9870000000000001,0.29446,0.04459,0.10364,36
Bayka,0.8362999999999999,0.5915,0.515,103.11380000000001,0.36732,7.750000000000001e-05,0.23655999999999996,0.14327,48
Wojciech Golczewski,0.3719,0.32580000000000003,0.09382,141.50650000000002,0.55984,0.8784000000000001,0.03796000000000001,0.10154,39
Foam and Sand,0.14792000000000002,0.197,0.04892,100.1468,0.8084999999999999,0.867,0.03754,0.12203,39
Cal Williams Jr,0.49639999999999995,0.2662,0.5061,103.25160000000001,0.6192,0.22387259999999998,0.036989999999999995,0.11421999999999999,7
Junior H,0.6792,0.6123999999999999,0.7224,124.7825,0.36058,0.0004238019999999999,0.05503,0.15074,89
Betty James,0.6939,0.26160000000000005,0.258,116.5319,0.5070600000000001,0.8052999999999999,0.13792000000000001,0.23954,22
Chuy Lizarraga y Su Banda Tierra Sinaloense,0.7122000000000002,0.5903,0.8757999999999999,122.7942,0.5018,0.00012144200000000001,0.04068000000000001,0.14004,61
Javier Escudero,0.3912,0.11092000000000002,0.25867,110.48619999999998,0.9888,0.916,0.04784,0.10416,38
PsychCloned,0.3282,0.7393000000000001,0.37960000000000005,150.0012,0.13122886,0.8775999999999999,0.04176,0.14262000000000002,22
Hille Perl,0.26370000000000005,0.050265000000000004,0.23486,98.95850000000002,0.9280999999999999,0.5839190000000001,0.042980000000000004,0.1342,27
Carranza,0.5586,0.5820000000000001,0.42691999999999997,103.50789999999999,0.4826,0.10749906000000001,0.06441,0.14206000000000002,15
Siente El Clima,0.184,0.8103999999999999,0.060854,108.72670000000001,0.559046816,0.6399904779999999,0.08173,0.6824000000000001,37
Francesca Remigi,0.48250000000000004,0.5441,0.3607,113.37629999999999,0.65636,0.4340800000000001,0.08649000000000001,0.08954,1
Lost Stories,0.6680999999999998,0.6464999999999999,0.51917,111.62549999999999,0.28311000000000003,0.008879735,0.07833000000000001,0.15125,50
Mambo Sauce,0.5196999999999999,0.8981000000000001,0.57,159.328,0.10382900000000002,0.000174,0.10149999999999999,0.25383000000000006,8
Vasari Singers,0.16264,0.040717,0.056369999999999996,99.47449999999999,0.9743999999999999,0.60422888,0.04551,0.11857000000000002,19
Monday Kiz,0.4468,0.6008,0.3224,134.0518,0.5558,0.083700185,0.035930000000000004,0.1713,42
The Cold Stares,0.5191,0.8579000000000001,0.6256999999999999,128.4767,0.0166035,0.009497706,0.05339000000000001,0.21323000000000003,43
Father John Misty,0.502,0.5670200000000001,0.51,128.9822,0.41043,0.083053346,0.0324,0.11109,67
Son Palenque,0.7214,0.6808,0.7918999999999999,119.296,0.149866,0.08230395100000001,0.07081000000000001,0.17486000000000002,23
Brandon Chase,0.6275,0.32189999999999996,0.41694,129.16299999999998,0.62597,0.0,0.03515,0.1372,45
Angelmaker,0.4215,0.9494999999999999,0.18077000000000001,129.26139999999998,0.00130252,0.21937102,0.10028,0.30600000000000005,49
Lizzie Berchie,0.5186999999999999,0.36970000000000003,0.37229,108.5557,0.5664,0.001344684,0.10811,0.12675,37
Ronnie Cuber,0.7207000000000001,0.54,0.6863,119.0135,0.34846,0.46268509999999996,0.05600000000000001,0.26898,21
Lydmor,0.5658000000000001,0.7023,0.3355,121.3144,0.06265090000000001,0.058170132,0.055310000000000005,0.2257,38
Narvent,0.5543,0.8615999999999999,0.36249,117.8089,0.01920624,0.6035954,0.0485,0.1619,67
Connie Shih,0.22465000000000002,0.09262999999999999,0.15055999999999997,90.4299,0.9905999999999999,0.8329000000000001,0.04457,0.09744,25
MATVEÏ,0.8625999999999999,0.7031,0.3916,123.28550000000003,0.15627,0.027869463000000004,0.24871,0.11389,48
TSB,0.6958,0.6165,0.5769000000000001,120.87059999999997,0.23378000000000002,0.098413,0.16216999999999998,0.11825000000000001,33
Max Malyshev,0.5932000000000001,0.625,0.4095,122.20750000000001,0.38808999999999994,0.8357000000000001,0.03844000000000001,0.15189,10
HIGHSOCIETY,0.4207000000000001,0.9186,0.23289999999999997,127.00519999999999,0.00985435,0.28022419000000004,0.10035000000000001,0.26362,35
George Nascimento,0.39910000000000007,0.056503000000000005,0.14711,110.24070000000002,0.9764999999999999,0.9103999999999999,0.04749,0.10405,31
Charlie Puth,0.7289,0.5737,0.5531999999999999,108.63610000000001,0.30001,3.9852000000000004e-05,0.09135,0.10944000000000001,81
HASHAM,0.7222,0.42990000000000006,0.30926,119.27680000000001,0.436369,0.1210623,0.0867,0.12824,26
Pendulum,0.4424,0.9142999999999999,0.3316,163.9254,0.000658054,0.11956,0.062019999999999985,0.31731999999999994,61
Bassnectar,0.5410000000000001,0.8516,0.31131000000000003,131.68239999999997,0.01374417,0.19107829999999998,0.08406,0.28014,52
Raymond Agoult,0.13123,0.11907000000000001,0.09120999999999999,84.8724,0.8254999999999999,0.6928099999999999,0.0388,0.15750000000000003,41
Easykid,0.6335999999999999,0.7466000000000002,0.4856999999999999,107.90910000000001,0.20730300000000002,2.824e-06,0.05382999999999999,0.18605,57
miguel cornejo,0.6551,0.7156,0.8613000000000002,136.67019999999997,0.4589,4.7785000000000004e-05,0.05404000000000001,0.20844000000000001,52
Tia,0.5086999999999999,0.7973999999999999,0.5527,147.3091,0.1341814,0.016080130000000005,0.09580000000000001,0.21366999999999997,41
Mattia Vlad Morleo,0.35069,0.0934,0.09835,110.96960000000001,0.9869999999999998,0.9100000000000001,0.044090000000000004,0.11222999999999998,50
MC5,0.5301,0.7528,0.7113999999999999,111.3107,0.268462,0.06325176499999999,0.06892000000000001,0.28919,37
Mathieu Des Longchamps,0.5991,0.6988,0.6383,123.473,0.5124,0.03059449999999999,0.08486000000000002,0.16441999999999996,31
The Black Keys,0.5401999999999999,0.6802,0.6678999999999999,126.893,0.08949800000000001,0.010072989,0.051019999999999996,0.15807000000000002,70
Stephan Schardt,0.40970000000000006,0.11486299999999998,0.46932000000000007,121.08610000000002,0.9330999999999999,0.6036819999999999,0.04758,0.07637,26
Jason Joshua,0.6689,0.6367,0.7514000000000001,107.102,0.27917,0.233268757,0.03251,0.13252,46
of Montreal,0.6266999999999999,0.7603,0.6324,128.1612,0.20445199999999994,0.052698322,0.05264999999999999,0.25747,50
Gorgon City,0.6803,0.7657,0.42960000000000004,124.69569999999999,0.075798,0.146628,0.05715999999999999,0.24992999999999999,62
Vladimir Horowitz,0.34049999999999997,0.09809199999999998,0.24341,84.5048,0.9841,0.8992000000000001,0.04282999999999999,0.17444000000000004,52
Banda R-15,0.7939,0.5622,0.9617999999999999,124.3937,0.4678999999999999,0.08594017400000001,0.11926,0.12894999999999998,51
Ferreck Dawn,0.7663,0.7758,0.4986,124.21850000000002,0.051890000000000006,0.0614263,0.08519,0.21405000000000002,54
Echonomist,0.7042,0.6918,0.34492,121.3021,0.04476299999999999,0.6704079999999999,0.04309,0.11103,35
Alex Somers,0.17384,0.25415,0.0772,97.01559999999999,0.8357999999999999,0.8595,0.04573000000000001,0.25747,37
Wataru Hokoyama,0.3238,0.5616,0.26247,106.3714,0.156052,0.5056,0.06573,0.13877,20
The Griswolds,0.6399999999999999,0.8369,0.6088000000000001,131.13240000000002,0.050978899999999994,0.001359965,0.0573,0.16747,42
AG Sintonia Project,0.12682,0.11578000000000002,0.03533000000000001,90.6846,0.9144,0.76027,0.04057,0.13425,37
7&Nine,0.6503,0.34930000000000005,0.4197,84.0497,0.43210999999999994,0.6729999999999999,0.11976,0.12082999999999999,45
Nick Shoulders,0.623,0.6016000000000001,0.7656999999999999,144.6002,0.3954,0.099717026,0.07141,0.1353,45
3ohBlack,0.8286,0.6467,0.44572,127.71990000000001,0.020860999999999998,2.16e-07,0.2468,0.17304999999999998,36
Rory,0.5721999999999999,0.4962000000000001,0.38225000000000003,110.93900000000001,0.35106,0.000815227,0.09822,0.1654,47
Hamo Bika,0.8708,0.9075,0.8173,111.4908,0.18148999999999998,5.490000000000001e-06,0.08116000000000001,0.19329000000000002,49
LissA,0.7065,0.6407,0.28382999999999997,119.28210000000001,0.34620000000000006,0.14473370000000002,0.09573000000000001,0.15131999999999998,56
LEEBADA,0.6181000000000001,0.6062,0.35913999999999996,119.87549999999999,0.35011,0.000236893,0.10938,0.25314,35
Wake Owl,0.5606,0.5775,0.36604000000000003,114.4985,0.27715000000000006,0.21618953,0.03468,0.12621,27
Matt and Kim,0.6544,0.7266000000000001,0.50768,117.17360000000001,0.08989369999999999,0.009702193,0.035930000000000004,0.21728999999999998,56
Aimi,0.46950000000000003,0.8997000000000002,0.5193000000000001,132.53140000000002,0.11594890000000002,1.251e-06,0.09028,0.24089999999999998,33
Tonal Facts,0.5574999999999999,0.116845,0.24106,138.9251,0.7891972,0.9467000000000001,0.08648999999999998,0.13969,19
Conor Albert,0.6375,0.5853999999999999,0.45310000000000006,100.3613,0.46279000000000003,0.006202373,0.13079000000000002,0.20057,47
Scary Goldings,0.6599,0.7923,0.7112,127.71729999999998,0.282552,0.7611,0.06394000000000001,0.21769,32
Teemu Viinikainen,0.5013,0.09590900000000001,0.13638999999999998,116.1586,0.969,0.7756,0.05487000000000001,0.10383,15
Chemsou Freeklane,0.6380999999999999,0.6531,0.454,131.8836,0.39055999999999996,3.5529e-05,0.04278,0.12678000000000003,31
Lee Won Seok,0.5249,0.6976,0.41080000000000005,132.5344,0.25489780000000006,0.288100482,0.07125999999999999,0.25600000000000006,18
Fernando Sor,0.35760000000000003,0.040100000000000004,0.3941,92.104,0.9751999999999998,0.8854,0.04923,0.10491999999999999,39
The Blood Brothers,0.398,0.9126000000000001,0.35070000000000007,136.55329999999998,0.00413967,0.0050366049999999996,0.17696,0.29557,31
Cesare Pastanella,0.6302,0.42200000000000004,0.639,130.76259999999996,0.66369,0.28317691,0.06492,0.12028000000000001,13
Edgar Oceransky,0.5761,0.3469,0.35960000000000003,132.7935,0.6451,0.0003807,0.036070000000000005,0.24092000000000002,51
のだめカンタービレ,0.33259999999999995,0.269,0.26017,99.85499999999999,0.9554,0.7686,0.043199999999999995,0.10808000000000002,28
RLLBTS,0.7125,0.4382,0.5952000000000001,93.72280000000002,0.38866100000000003,0.62991,0.05682999999999999,0.10784,46
